day	app	value
25_03/12/2020	Adobe Media Encoder 2020	0
25_03/12/2020	Adobe Photoshop	13.67191667
25_03/12/2020	Adobe Premiere Pro 2020	0
25_03/12/2020	Adobe XD	0
25_03/12/2020	GitHub Desktop	0
25_03/12/2020	Microsoft Excel	0
25_03/12/2020	Microsoft Teams	0
25_03/12/2020	Microsoft Word	0
25_03/12/2020	Safari	10.33516667
25_03/12/2020	Skype	0
25_03/12/2020	Spotify	0
25_03/12/2020	Sublime Text	0
25_03/12/2020	WhatsApp	0
25_03/12/2020	zoom.us	0
26_03/13/2020	Acrobat Pro DC	0.1773333333
26_03/13/2020	Adobe After Effects	0
26_03/13/2020	Adobe Illustrator 2020	0
26_03/13/2020	Adobe InDesign	0
26_03/13/2020	Adobe Media Encoder 2020	0
26_03/13/2020	Adobe Photoshop	0
26_03/13/2020	Adobe Premiere Pro 2020	0
26_03/13/2020	Adobe XD	0
26_03/13/2020	GitHub Desktop	0
26_03/13/2020	Microsoft Excel	0
26_03/13/2020	Microsoft Teams	0
26_03/13/2020	Microsoft Word	0
26_03/13/2020	Safari	12.65631667
26_03/13/2020	Skype	0
26_03/13/2020	Spotify	0
26_03/13/2020	Sublime Text	0
26_03/13/2020	WhatsApp	0
26_03/13/2020	zoom.us	0
27_03/14/2020	Acrobat Pro DC	0.1595666667
27_03/14/2020	Adobe After Effects	0
27_03/14/2020	Adobe Illustrator 2020	0
27_03/14/2020	Adobe InDesign	0
27_03/14/2020	Adobe Media Encoder 2020	0
27_03/14/2020	Adobe Photoshop	0
27_03/14/2020	Adobe Premiere Pro 2020	0
27_03/14/2020	Adobe XD	0
27_03/14/2020	GitHub Desktop	0
27_03/14/2020	Microsoft Excel	0
27_03/14/2020	Microsoft Teams	0
27_03/14/2020	Microsoft Word	0
27_03/14/2020	Safari	16.7263
27_03/14/2020	Skype	0
27_03/14/2020	Spotify	0
27_03/14/2020	Sublime Text	0
27_03/14/2020	WhatsApp	0
27_03/14/2020	zoom.us	0
28_03/16/2020	Acrobat Pro DC	0
28_03/16/2020	Adobe After Effects	0
28_03/16/2020	Adobe Illustrator 2020	102.6771333
28_03/16/2020	Adobe InDesign	0
28_03/16/2020	Adobe Media Encoder 2020	0
28_03/16/2020	Adobe Photoshop	0.01125
28_03/16/2020	Adobe Premiere Pro 2020	0
28_03/16/2020	Adobe XD	0
28_03/16/2020	GitHub Desktop	0
28_03/16/2020	Microsoft Excel	0
28_03/16/2020	Microsoft Teams	0
28_03/16/2020	Microsoft Word	0
28_03/16/2020	Safari	130.6867167
28_03/16/2020	Skype	0
28_03/16/2020	Spotify	0
28_03/16/2020	Sublime Text	57.12255
28_03/16/2020	WhatsApp	9.285916667
28_03/16/2020	zoom.us	0
29_03/17/2020	Acrobat Pro DC	0
29_03/17/2020	Adobe After Effects	0
29_03/17/2020	Adobe Illustrator 2020	44.65561667
29_03/17/2020	Adobe InDesign	0
29_03/17/2020	Adobe Media Encoder 2020	0
29_03/17/2020	Adobe Photoshop	0
29_03/17/2020	Adobe Premiere Pro 2020	0
29_03/17/2020	Adobe XD	0
29_03/17/2020	GitHub Desktop	0
29_03/17/2020	Microsoft Excel	0
29_03/17/2020	Microsoft Teams	0
29_03/17/2020	Microsoft Word	0
29_03/17/2020	Safari	27.70945
29_03/17/2020	Skype	9.221833333
29_03/17/2020	Spotify	0
29_03/17/2020	Sublime Text	0
29_03/17/2020	WhatsApp	1.245933333
29_03/17/2020	zoom.us	0
30_03/18/2020	Acrobat Pro DC	1.8656
30_03/18/2020	Adobe After Effects	0
30_03/18/2020	Adobe Illustrator 2020	0.02923333333
30_03/18/2020	Adobe InDesign	0
30_03/18/2020	Adobe Media Encoder 2020	0
30_03/18/2020	Adobe Photoshop	68.87296667
30_03/18/2020	Adobe Premiere Pro 2020	0
30_03/18/2020	Adobe XD	0
30_03/18/2020	GitHub Desktop	0
30_03/18/2020	Microsoft Excel	0
30_03/18/2020	Microsoft Teams	0
30_03/18/2020	Microsoft Word	0
30_03/18/2020	Safari	51.53523333
30_03/18/2020	Skype	7.927633333
30_03/18/2020	Spotify	0
30_03/18/2020	Sublime Text	0
30_03/18/2020	WhatsApp	0
30_03/18/2020	zoom.us	0
31_03/19/2020	Acrobat Pro DC	0.1027333333
31_03/19/2020	Adobe After Effects	0
31_03/19/2020	Adobe Illustrator 2020	0
31_03/19/2020	Adobe InDesign	0
31_03/19/2020	Adobe Media Encoder 2020	0
31_03/19/2020	Adobe Photoshop	274.4388667
31_03/19/2020	Adobe Premiere Pro 2020	0
31_03/19/2020	Adobe XD	0
31_03/19/2020	GitHub Desktop	0
31_03/19/2020	Microsoft Excel	0
31_03/19/2020	Microsoft Teams	0
31_03/19/2020	Microsoft Word	0
31_03/19/2020	Safari	51.02123333
31_03/19/2020	Skype	0
31_03/19/2020	Spotify	0
31_03/19/2020	Sublime Text	0.1575
31_03/19/2020	WhatsApp	4.013716667
31_03/19/2020	zoom.us	0
32_03/20/2020	Acrobat Pro DC	0
32_03/20/2020	Adobe After Effects	0
32_03/20/2020	Adobe Illustrator 2020	32.327
32_03/20/2020	Adobe InDesign	0
32_03/20/2020	Adobe Media Encoder 2020	0
32_03/20/2020	Adobe Photoshop	2.055183333
32_03/20/2020	Adobe Premiere Pro 2020	0
32_03/20/2020	Adobe XD	0
32_03/20/2020	GitHub Desktop	0
32_03/20/2020	Microsoft Excel	0
32_03/20/2020	Microsoft Teams	0
32_03/20/2020	Microsoft Word	0
32_03/20/2020	Safari	158.9445
32_03/20/2020	Skype	0.2288333333
32_03/20/2020	Spotify	0.0996
32_03/20/2020	Sublime Text	70.42238333
32_03/20/2020	WhatsApp	0
32_03/20/2020	zoom.us	0
33_03/21/2020	Acrobat Pro DC	0
33_03/21/2020	Adobe After Effects	0
33_03/21/2020	Adobe Illustrator 2020	0
33_03/21/2020	Adobe InDesign	0
33_03/21/2020	Adobe Media Encoder 2020	0
33_03/21/2020	Adobe Photoshop	124.5790667
33_03/21/2020	Adobe Premiere Pro 2020	0
33_03/21/2020	Adobe XD	0
33_03/21/2020	GitHub Desktop	0
33_03/21/2020	Microsoft Excel	0
33_03/21/2020	Microsoft Teams	0
33_03/21/2020	Microsoft Word	0
33_03/21/2020	Safari	78.16001667
33_03/21/2020	Skype	0
33_03/21/2020	Spotify	0
33_03/21/2020	Sublime Text	20.47168333
33_03/21/2020	WhatsApp	0
33_03/21/2020	zoom.us	0
34_03/22/2020	Acrobat Pro DC	2.689016667
34_03/22/2020	Adobe After Effects	0
34_03/22/2020	Adobe Illustrator 2020	0
34_03/22/2020	Adobe InDesign	7.8017
34_03/22/2020	Adobe Media Encoder 2020	0
34_03/22/2020	Adobe Photoshop	68.5095
34_03/22/2020	Adobe Premiere Pro 2020	0
34_03/22/2020	Adobe XD	0
34_03/22/2020	GitHub Desktop	0
34_03/22/2020	Microsoft Excel	0
34_03/22/2020	Microsoft Teams	37.63116667
34_03/22/2020	Microsoft Word	0.5947333333
34_03/22/2020	Safari	61.85521667
34_03/22/2020	Skype	0
34_03/22/2020	Spotify	0
34_03/22/2020	Sublime Text	0
34_03/22/2020	WhatsApp	0
34_03/22/2020	zoom.us	0
35_03/23/2020	Acrobat Pro DC	0
35_03/23/2020	Adobe After Effects	0
35_03/23/2020	Adobe Illustrator 2020	0
35_03/23/2020	Adobe InDesign	0
35_03/23/2020	Adobe Media Encoder 2020	0
35_03/23/2020	Adobe Photoshop	124.1369833
35_03/23/2020	Adobe Premiere Pro 2020	0
35_03/23/2020	Adobe XD	0
35_03/23/2020	GitHub Desktop	0
35_03/23/2020	Microsoft Excel	0
35_03/23/2020	Microsoft Teams	0
35_03/23/2020	Microsoft Word	0
35_03/23/2020	Safari	73.58771667
35_03/23/2020	Skype	0
35_03/23/2020	Spotify	0
35_03/23/2020	Sublime Text	104.1667333
35_03/23/2020	WhatsApp	0
35_03/23/2020	zoom.us	0
36_03/24/2020	Acrobat Pro DC	0
36_03/24/2020	Adobe After Effects	0
36_03/24/2020	Adobe Illustrator 2020	0
36_03/24/2020	Adobe InDesign	0
36_03/24/2020	Adobe Media Encoder 2020	0
36_03/24/2020	Adobe Photoshop	125.13055
36_03/24/2020	Adobe Premiere Pro 2020	0
36_03/24/2020	Adobe XD	0
36_03/24/2020	GitHub Desktop	0
36_03/24/2020	Microsoft Excel	0
36_03/24/2020	Microsoft Teams	0
36_03/24/2020	Microsoft Word	0
36_03/24/2020	Safari	140.2502667
36_03/24/2020	Skype	0
36_03/24/2020	Spotify	0.1166666667
36_03/24/2020	Sublime Text	154.0893667
36_03/24/2020	WhatsApp	0
36_03/24/2020	zoom.us	0
37_03/25/2020	Acrobat Pro DC	0
37_03/25/2020	Adobe After Effects	0
37_03/25/2020	Adobe Illustrator 2020	0
37_03/25/2020	Adobe InDesign	0
37_03/25/2020	Adobe Media Encoder 2020	0
37_03/25/2020	Adobe Photoshop	44.61353333
37_03/25/2020	Adobe Premiere Pro 2020	0
37_03/25/2020	Adobe XD	0
37_03/25/2020	GitHub Desktop	0
37_03/25/2020	Microsoft Excel	0
37_03/25/2020	Microsoft Teams	0
37_03/25/2020	Microsoft Word	0
37_03/25/2020	Safari	260.8161667
37_03/25/2020	Skype	34.00995
37_03/25/2020	Spotify	0.08791666667
37_03/25/2020	Sublime Text	166.1799833
37_03/25/2020	WhatsApp	9.239466667
37_03/25/2020	zoom.us	0
38_03/26/2020	Acrobat Pro DC	1.482733333
38_03/26/2020	Adobe After Effects	0
38_03/26/2020	Adobe Illustrator 2020	0
38_03/26/2020	Adobe InDesign	0
38_03/26/2020	Adobe Media Encoder 2020	0
38_03/26/2020	Adobe Photoshop	0.09518333333
38_03/26/2020	Adobe Premiere Pro 2020	0
38_03/26/2020	Adobe XD	0
38_03/26/2020	GitHub Desktop	0
38_03/26/2020	Microsoft Excel	0
38_03/26/2020	Microsoft Teams	5.548166667
38_03/26/2020	Microsoft Word	60.55738333
38_03/26/2020	Safari	314.8403333
38_03/26/2020	Skype	29.38251667
38_03/26/2020	Spotify	0
38_03/26/2020	Sublime Text	92.47896667
38_03/26/2020	WhatsApp	0
38_03/26/2020	zoom.us	0
39_03/27/2020	Acrobat Pro DC	4.327766667
39_03/27/2020	Adobe After Effects	0
39_03/27/2020	Adobe Illustrator 2020	0
39_03/27/2020	Adobe InDesign	130.5487833
39_03/27/2020	Adobe Media Encoder 2020	0
39_03/27/2020	Adobe Photoshop	2.8652
39_03/27/2020	Adobe Premiere Pro 2020	0
39_03/27/2020	Adobe XD	0
39_03/27/2020	GitHub Desktop	0
39_03/27/2020	Microsoft Excel	0
39_03/27/2020	Microsoft Teams	139.2702
39_03/27/2020	Microsoft Word	11.5391
39_03/27/2020	Safari	146.5264833
39_03/27/2020	Skype	56.34213333
39_03/27/2020	Spotify	0.1688666667
39_03/27/2020	Sublime Text	0
39_03/27/2020	WhatsApp	6.080383333
39_03/27/2020	zoom.us	0
40_03/28/2020	Acrobat Pro DC	0.94295
40_03/28/2020	Adobe After Effects	0
40_03/28/2020	Adobe Illustrator 2020	0
40_03/28/2020	Adobe InDesign	67.95191667
40_03/28/2020	Adobe Media Encoder 2020	0
40_03/28/2020	Adobe Photoshop	55.0972
40_03/28/2020	Adobe Premiere Pro 2020	0
40_03/28/2020	Adobe XD	0
40_03/28/2020	GitHub Desktop	0
40_03/28/2020	Microsoft Excel	0
40_03/28/2020	Microsoft Teams	0
40_03/28/2020	Microsoft Word	0
40_03/28/2020	Safari	68.45523333
40_03/28/2020	Skype	0
40_03/28/2020	Spotify	0
40_03/28/2020	Sublime Text	0
40_03/28/2020	WhatsApp	3.50825
40_03/28/2020	zoom.us	0
41_03/29/2020	Acrobat Pro DC	0.1913333333
41_03/29/2020	Adobe After Effects	0
41_03/29/2020	Adobe Illustrator 2020	0
41_03/29/2020	Adobe InDesign	0
41_03/29/2020	Adobe Media Encoder 2020	0
41_03/29/2020	Adobe Photoshop	138.7648667
41_03/29/2020	Adobe Premiere Pro 2020	0
41_03/29/2020	Adobe XD	0
41_03/29/2020	GitHub Desktop	0
41_03/29/2020	Microsoft Excel	0
41_03/29/2020	Microsoft Teams	19.8152
41_03/29/2020	Microsoft Word	16.59001667
41_03/29/2020	Safari	51.84948333
41_03/29/2020	Skype	0
41_03/29/2020	Spotify	0
41_03/29/2020	Sublime Text	0
41_03/29/2020	WhatsApp	0
41_03/29/2020	zoom.us	0
42_03/30/2020	Acrobat Pro DC	0
42_03/30/2020	Adobe After Effects	0
42_03/30/2020	Adobe Illustrator 2020	0
42_03/30/2020	Adobe InDesign	23.38251667
42_03/30/2020	Adobe Media Encoder 2020	0
42_03/30/2020	Adobe Photoshop	136.2825333
42_03/30/2020	Adobe Premiere Pro 2020	0
42_03/30/2020	Adobe XD	0
42_03/30/2020	GitHub Desktop	0
42_03/30/2020	Microsoft Excel	0
42_03/30/2020	Microsoft Teams	117.4738333
42_03/30/2020	Microsoft Word	197.42
42_03/30/2020	Safari	44.31476667
42_03/30/2020	Skype	0
42_03/30/2020	Spotify	0
42_03/30/2020	Sublime Text	0
42_03/30/2020	WhatsApp	42.6696
42_03/30/2020	zoom.us	0
43_03/31/2020	Acrobat Pro DC	3.6837
43_03/31/2020	Adobe After Effects	0
43_03/31/2020	Adobe Illustrator 2020	0
43_03/31/2020	Adobe InDesign	169.7474167
43_03/31/2020	Adobe Media Encoder 2020	0
43_03/31/2020	Adobe Photoshop	44.24985
43_03/31/2020	Adobe Premiere Pro 2020	0
43_03/31/2020	Adobe XD	0
43_03/31/2020	GitHub Desktop	0
43_03/31/2020	Microsoft Excel	0
43_03/31/2020	Microsoft Teams	0
43_03/31/2020	Microsoft Word	6.206683333
43_03/31/2020	Safari	190.6975667
43_03/31/2020	Skype	99.91276667
43_03/31/2020	Spotify	0.07148333333
43_03/31/2020	Sublime Text	123.1042833
43_03/31/2020	WhatsApp	2.291566667
43_03/31/2020	zoom.us	0
44_04/01/2020	Acrobat Pro DC	0.6466666667
44_04/01/2020	Adobe After Effects	0
44_04/01/2020	Adobe Illustrator 2020	0
44_04/01/2020	Adobe InDesign	22.0406
44_04/01/2020	Adobe Media Encoder 2020	0
44_04/01/2020	Adobe Photoshop	4.13985
44_04/01/2020	Adobe Premiere Pro 2020	0
44_04/01/2020	Adobe XD	0
44_04/01/2020	GitHub Desktop	0
44_04/01/2020	Microsoft Excel	0
44_04/01/2020	Microsoft Teams	1.246183333
44_04/01/2020	Microsoft Word	7.62055
44_04/01/2020	Safari	294.6169833
44_04/01/2020	Skype	0
44_04/01/2020	Spotify	0
44_04/01/2020	Sublime Text	211.4017833
44_04/01/2020	WhatsApp	16.26913333
44_04/01/2020	zoom.us	0
45_04/02/2020	Acrobat Pro DC	3.141816667
45_04/02/2020	Adobe After Effects	0
45_04/02/2020	Adobe Illustrator 2020	0
45_04/02/2020	Adobe InDesign	19.94178333
45_04/02/2020	Adobe Media Encoder 2020	0
45_04/02/2020	Adobe Photoshop	11.11566667
45_04/02/2020	Adobe Premiere Pro 2020	0
45_04/02/2020	Adobe XD	0
45_04/02/2020	GitHub Desktop	0
45_04/02/2020	Microsoft Excel	0
45_04/02/2020	Microsoft Teams	1.98395
45_04/02/2020	Microsoft Word	0
45_04/02/2020	Safari	443.1776667
45_04/02/2020	Skype	0
45_04/02/2020	Spotify	0.008733333333
45_04/02/2020	Sublime Text	183.4486833
45_04/02/2020	WhatsApp	0
45_04/02/2020	zoom.us	0
46_04/03/2020	Acrobat Pro DC	0
46_04/03/2020	Adobe After Effects	0
46_04/03/2020	Adobe Illustrator 2020	0
46_04/03/2020	Adobe InDesign	61.88805
46_04/03/2020	Adobe Media Encoder 2020	0
46_04/03/2020	Adobe Photoshop	17.96733333
46_04/03/2020	Adobe Premiere Pro 2020	0
46_04/03/2020	Adobe XD	0
46_04/03/2020	GitHub Desktop	0
46_04/03/2020	Microsoft Excel	0
46_04/03/2020	Microsoft Teams	67.07836667
46_04/03/2020	Microsoft Word	3.364133333
46_04/03/2020	Safari	259.9303333
46_04/03/2020	Skype	50.30536667
46_04/03/2020	Spotify	13.82701667
46_04/03/2020	Sublime Text	199.76395
46_04/03/2020	WhatsApp	0.5084
46_04/03/2020	zoom.us	0
47_04/04/2020	Acrobat Pro DC	0
47_04/04/2020	Adobe After Effects	0
47_04/04/2020	Adobe Illustrator 2020	0
47_04/04/2020	Adobe InDesign	0
47_04/04/2020	Adobe Media Encoder 2020	0
47_04/04/2020	Adobe Photoshop	27.9977
47_04/04/2020	Adobe Premiere Pro 2020	0
47_04/04/2020	Adobe XD	0
47_04/04/2020	GitHub Desktop	0
47_04/04/2020	Microsoft Excel	0
47_04/04/2020	Microsoft Teams	0
47_04/04/2020	Microsoft Word	0
47_04/04/2020	Safari	399.0188167
47_04/04/2020	Skype	0
47_04/04/2020	Spotify	1.948816667
47_04/04/2020	Sublime Text	140.8524
47_04/04/2020	WhatsApp	0
47_04/04/2020	zoom.us	0
48_04/05/2020	Acrobat Pro DC	8.959216667
48_04/05/2020	Adobe After Effects	0
48_04/05/2020	Adobe Illustrator 2020	46.79213333
48_04/05/2020	Adobe InDesign	74.63383333
48_04/05/2020	Adobe Media Encoder 2020	0
48_04/05/2020	Adobe Photoshop	31.94255
48_04/05/2020	Adobe Premiere Pro 2020	0
48_04/05/2020	Adobe XD	0
48_04/05/2020	GitHub Desktop	0
48_04/05/2020	Microsoft Excel	0
48_04/05/2020	Microsoft Teams	0
48_04/05/2020	Microsoft Word	0
48_04/05/2020	Safari	159.8211
48_04/05/2020	Skype	8.76555
48_04/05/2020	Spotify	3.12975
48_04/05/2020	Sublime Text	0
48_04/05/2020	WhatsApp	7.727233333
48_04/05/2020	zoom.us	0
49_04/06/2020	Acrobat Pro DC	0.2374333333
49_04/06/2020	Adobe After Effects	0
49_04/06/2020	Adobe Illustrator 2020	0
49_04/06/2020	Adobe InDesign	84.97758333
49_04/06/2020	Adobe Media Encoder 2020	0
49_04/06/2020	Adobe Photoshop	50.0429
49_04/06/2020	Adobe Premiere Pro 2020	0
49_04/06/2020	Adobe XD	0
49_04/06/2020	GitHub Desktop	0
49_04/06/2020	Microsoft Excel	0
